timestamp,angle_deg,t_y,t_x,center_y,center_x,scale_x,scale_y,shear_x,shear_y,fun,obs_ID,line,wave
8.084241666667,0.0725386239155037,-1.0080507039277773,-3.033810916404207,798.0462791977125,824.9967183110908,0.9999179771886584,0.999962165060925,0.0001009781185291,3.005636474778985e-05,121.26322503327007,02_EMEF_AR2,517.0,0.0
15689.448129166669,0.0672620824417153,-0.946007754307024,-3.061698252792471,797.0585047351227,784.244910489679,0.999955982945102,0.9999750100251252,6.242963927907535e-06,0.0001310197761018,122.94387568815095,02_EMEF_AR2,517.0,0.0
15690.812625,0.0678955474889514,-0.914777065522581,-3.0674114912941097,795.6362569176887,758.73534267636,0.9999024673452622,0.9999687626458909,2.1028682942350464e-05,0.0001290363715632,117.00338630471494,02_EMEF_AR2,517.0,0.0
15692.178,0.0699807289407586,-1.050081635878454,-3.0505952662802454,800.6255506213778,864.293138751521,0.9999032375584416,0.9999717433636264,7.826839343668283e-05,9.589606952941192e-05,109.81698474196672,02_EMEF_AR2,517.0,0.0
15693.54170833333,0.0739848408711662,-1.1376191746044817,-3.0258174697533087,805.4359382533044,924.2003878054082,0.9999077854329192,0.9999549443913954,0.0001053673757137,2.888377645207025e-05,127.17770618965923,02_EMEF_AR2,517.0,0.0
15694.909708333333,0.0708370953841402,-0.9617045233250516,-3.082477100506884,794.3831045890306,782.8071574833397,0.9998831933244016,0.9999166639093722,8.86829367610464e-05,8.931917305534851e-05,119.18224464486777,02_EMEF_AR2,517.0,0.0
15696.27455833333,0.073139239252229,-1.1407152664110445,-3.0428237940750464,803.307912841353,899.2939660422423,0.9999147858743206,0.9999927962558884,9.619053002735752e-05,3.0059736173906965e-05,112.953041321105,02_EMEF_AR2,517.0,0.0
15697.639841666669,0.072992652471384,-1.1581253102206677,-3.0447243779537443,806.4788394405183,950.1896753913732,0.9999157060843148,0.9999698413680428,9.745232114231209e-05,2.791147204046777e-05,132.35990923418154,02_EMEF_AR2,517.0,0.0
15700.3705,0.0681412859445065,-1.0828471103896946,-3.0450037408580366,796.2801531922997,872.1411575647404,0.9999192698418352,0.999982886031248,3.375499519111575e-05,0.0001135503148124,119.76768194578578,02_EMEF_AR2,517.0,0.0
15701.735175,0.066795576193341,-1.147122394515914,-3.042449799935711,796.5017992382719,920.6138829296852,0.9999042900908792,0.9999831744085592,-2.0773472845421875e-06,0.0001457638095965,132.4087095607621,02_EMEF_AR2,517.0,0.0
15703.1044,0.0631044072778148,-1.0407369037707193,-3.0682657291792834,795.9697342985561,838.6426834725283,0.9999038790598792,0.9999487668501542,-4.422331917057757e-05,0.0002019774431512,136.1862732925907,02_EMEF_AR2,517.0,0.0
15704.475991666666,0.0640447823037921,-1.197324734707411,-3.0593706631673285,801.5649935089854,982.7741423928134,0.9999077107798392,0.999962893323801,-2.4223739930502427e-05,0.0001749535396856,123.4898255497891,02_EMEF_AR2,517.0,0.0
15705.840925,0.0652232912250151,-1.2102862341707648,-3.0302731524251354,800.6685319191502,988.978257359539,0.9999021555587668,0.9999639301622392,-4.296845875676562e-05,0.0001626866118108,124.29745094471303,02_EMEF_AR2,517.0,0.0
15707.210241666668,0.0614500394088951,-1.3178929664649286,-3.0799194717148266,797.795219498907,1090.5105767878852,0.999916854848492,0.999962962907518,-9.011044888668222e-05,0.0002385356556689,131.11724576679984,02_EMEF_AR2,517.0,0.0
15708.576491666669,0.0508631329593688,-1.431990019376325,-3.0604048461298947,775.2026726853602,1154.7189082881605,0.999908248215832,0.9999924808167764,-0.0002702015338418,0.0004401921501494,129.4400405773798,02_EMEF_AR2,517.0,0.0
15709.9416,0.0545678634124464,-1.3912926149371685,-3.079061201951111,780.7705459809156,1119.2806491515162,0.999908741525717,0.9999757221578156,-0.0002248780297651,0.0003572962488534,138.27421860290943,02_EMEF_AR2,517.0,0.0
15711.394616666666,0.0542580778487663,-1.4300983374298155,-3.045289026381576,781.8821327189872,1189.190172007756,0.9999645293809116,0.9999686085872695,-0.0002087018551399,0.000358044333037,117.92479905381128,02_EMEF_AR2,517.0,0.0
15712.76095,0.05924608092158,-1.232475904084054,-3.0531574623369555,792.1324296690287,1033.1635766682757,0.9999568119766932,0.9999703371292916,-0.0001038211205725,0.0003145664544638,124.07943608011398,02_EMEF_AR2,517.0,0.0
15714.126583333333,0.0616416483915006,-1.368002568398332,-3.071263007201982,795.6610559778237,1098.3718194103906,0.9999157682375156,0.9999653877121646,-8.463839689944769e-05,0.0002428011465074,141.35700055173646,02_EMEF_AR2,517.0,0.0
15715.493625,0.0633660097068444,-1.2392080200715845,-3.1013924736579783,798.4345567168106,1000.2301398484792,0.9999012505574324,0.9999678743732044,-4.4964922303852064e-05,0.0001950504860494,119.03718702649256,02_EMEF_AR2,517.0,0.0
15716.860658333331,0.0649880011572355,-1.4020707696144583,-3.0311854564241463,813.1547310532653,1161.788219991396,0.9999108295481256,0.9999570892403844,-5.0465952645576576e-06,0.0001918878494265,130.37354065758936,02_EMEF_AR2,517.0,0.0
15718.224366666664,0.0659119155556854,-1.3838004205456476,-3.017727299525508,809.3138981103828,1109.852016007256,0.9999500360412018,0.9999562046792884,-9.051578648681929e-06,0.0001904764036644,125.05517405305068,02_EMEF_AR2,517.0,0.0
15719.591058333332,0.0650147486911434,-1.366384166573788,-3.0237769598450988,799.6031165178221,1107.7607472270342,0.9999608587350872,0.9999884242590222,-5.874962347177179e-06,0.0001815805786596,105.576796608462,02_EMEF_AR2,517.0,0.0
