timestamp,angle_deg,t_y,t_x,center_y,center_x,scale_x,scale_y,shear_x,shear_y,fun,obs_ID,line,wave
16415.8327375,0.0346253330661343,-0.7610794652912118,-3.488811954544288,798.0634579512395,775.6722522503128,0.9999508710060168,1.000018542888282,-0.0004950139749426,0.0007078756839975,195.1772190095761,04_QSUN_QS8,525.02,0.0
16417.376891666667,0.0304644365461384,-0.7961807336857056,-3.5033027328698174,798.3953989369647,792.5029529325153,0.9999651849091108,1.000095909674158,-0.0005907228199531,0.0007637546129396,101.69770714690632,04_QSUN_QS8,525.02,0.0
16418.834195833333,0.0329336837155202,-0.6019379749679836,-3.485074561444087,809.0814232059377,628.8978976025118,0.9999074291960264,1.0000949959245653,-0.0005561481898239,0.0007393967221059,165.96586320246058,04_QSUN_QS8,525.02,0.0
16420.288083333333,0.0410670670146899,-0.6394992824888787,-3.497120389487796,802.7481737671075,662.4932286970984,0.999903331913011,1.000056687457727,-0.0003940155706729,0.0005720285712072,212.5424421853391,04_QSUN_QS8,525.02,0.0
16421.748366666667,0.0282083513357818,-1.0115283046573604,-3.492402643472327,775.9428676816722,997.3743272228712,0.9999084344702954,1.0000857169638853,-0.0006198126572046,0.0008063494265404,138.14632710972177,04_QSUN_QS8,525.02,0.0
16423.203566666667,0.0318718942532935,-0.588431856558419,-3.477285408034763,811.7432325297619,624.1457548587446,0.999966103994038,1.0000311273637947,-0.0005685683039951,0.0007455695580456,102.24771703580063,04_QSUN_QS8,525.02,0.0
16424.656750000002,0.0382325428266539,-0.2220598309648461,-3.4885481221203176,829.6986481937707,279.3977686984127,0.999970186300439,1.0000901027394535,-0.0004489711255026,0.0006285875619016,104.74156335423956,04_QSUN_QS8,525.02,0.0
16426.112916666665,0.028842988762899,-0.8930489054326963,-3.517015284899678,789.4158442361144,899.3287642156437,0.999959131382924,1.0000227959171508,-0.0005801187262708,0.0007877171008341,97.40175595027836,04_QSUN_QS8,525.02,0.0
16427.485470833333,0.0277308020209543,-0.4017122707788194,-3.4732777222548625,824.4277295110343,444.72277159914535,0.999964181138712,1.000035151802228,-0.0006150344852794,0.0008153396071253,97.31848736709664,04_QSUN_QS8,525.02,0.0
16428.94575,0.0225752040296593,-0.3517817023490461,-3.4887220298116564,832.9831095358336,414.15752677867255,0.9999218903100104,1.00008384888083,-0.0007007293793525,0.0008896336771446,111.53334677461456,04_QSUN_QS8,525.02,0.0
16430.316291666666,0.0247603406280396,-0.470538249642679,-3.4803367179719635,826.1299976190624,514.192254279158,0.9999123436414104,1.0000376618784534,-0.0006772901205256,0.0008608332018841,118.06183996111852,04_QSUN_QS8,525.02,0.0
16431.856941666665,0.0206701102167398,-0.6076475870013032,-3.464882766451627,832.919917910655,637.805951266942,0.9999658870937358,1.0000873378193949,-0.0007278483192078,0.0009262062374963,115.88583713051162,04_QSUN_QS8,525.02,0.0
16433.224941666667,0.033338022289024,-0.4803992045902507,-3.462968680528251,838.8220363508588,508.8573099915292,0.9999589538506444,1.000096939557066,-0.0005219121093276,0.0007110735431673,123.67268493331672,04_QSUN_QS8,525.02,0.0
16434.593816666667,0.0379156445885226,-0.5488472465860683,-3.501802553148821,811.7669413622075,585.4473741867653,0.9999581432817544,1.000022795540935,-0.0004566670002615,0.0006272570919393,110.8267344983394,04_QSUN_QS8,525.02,0.0
16436.140775,0.0375160467826052,-0.8600230227658401,-3.515419100711245,791.1951251006332,868.4247842085747,0.9999548392095132,1.0000397118195383,-0.0004645148623545,0.0006349005872988,226.8490374892505,04_QSUN_QS8,525.02,0.0
16437.591858333333,0.0393698208439643,-0.700419815653457,-3.496450526569584,799.0453553198911,721.7773132074498,0.9999031118310412,1.0000419401587686,-0.0004163473512421,0.0006177394612402,202.6995409302804,04_QSUN_QS8,525.02,0.0
